Kanske et al. (2010) - Supplement
LANG database, including valence mean and sd, arousal mean and sd,
concreteness mean and sd, frequency, number of letters and syllables.
Ratings from all, female, and male participants are provided separately.
all participants
word	valence_mean	valence_sd	arousal_mean	arousal_sd	concreteness_mean	concreteness_sd	frequency	number_of_letters	number_of_syllables
Fluch	3.225807	2.124613	5.833333	2.627223	6.967742	2.167700	12	5	1
Fluss	5.741936	1.237410	2.870968	2.012328	1.666667	0.844182	12	5	1
Fokus	5.290323	1.101319	3.161290	1.951013	6.033333	2.785224	13	5	2
Folie	5.161290	0.898027	2.100000	1.124952	2.172414	1.605103	13	5	2
Folter	2.419355	2.540003	7.066667	1.484014	5.612903	2.848127	12	6	2
Fön	5.233333	0.504007	1.870968	1.147227	1.833333	1.440386	16	3	1
Format	5.129032	0.718421	2.266667	1.799106	5.266667	3.050532	12	6	2
Formel	5.258065	1.264061	2.806452	1.904720	5.677419	3.208188	11	6	2
Fotze	3.258065	2.435402	7.419355	1.784642	2.387097	1.520470	18	5	2
Fracht	5.000000	0.632456	2.866667	2.192988	3.064516	2.264737	13	6	1
Fratze	3.870968	2.061422	5.733333	2.273283	4.548387	2.790922	15	6	2
Freibad	6.200000	1.954658	3.838710	2.130677	2.322581	2.071828	13	7	1
Freiheit	7.700000	2.291664	7.066667	1.874205	7.517241	2.654117	9	8	2
Freude	7.000000	2.236068	6.870968	2.261886	7.258065	2.489548	9	6	2
Freund	6.967742	2.428770	7.133333	2.046584	4.806452	2.891590	9	6	1
Frieden	7.419355	2.668010	6.133333	2.473770	7.866667	1.942862	9	7	2
Frische	6.400000	2.010318	3.290323	2.147767	6.774194	2.418122	13	7	2
Frosch	5.032258	1.251236	3.066667	2.211776	1.580645	0.847514	13	6	1
Frucht	6.096774	1.989218	5.741936	2.502902	2.500000	2.487902	13	6	1
Frühling	7.096774	2.454314	5.580645	2.668010	5.516129	3.009662	11	8	2
Frust	3.290323	2.084763	6.100000	2.279595	7.733333	1.507072	12	5	1
Fülle	4.774194	1.359159	3.612903	2.361884	6.966667	2.566137	11	5	2
Funzel	4.709677	1.636939	3.129032	2.093513	3.233333	2.344227	18	6	2
Furcht	3.354839	2.168692	6.900000	1.787890	7.100000	2.617580	11	6	1
Furie	3.741936	1.861321	6.548387	1.876854	4.758621	2.874210	16	5	2
Furz	3.451613	2.248536	5.741936	2.407872	3.193548	2.329798	17	4	1
Futter	5.612903	1.115868	2.500000	2.113177	2.258065	1.315744	12	6	2
Gabel	5.096774	0.830857	2.032258	1.079626	1.225807	0.497305	14	5	2
Gaffer	3.483871	1.588940	6.096774	2.285532	4.258065	2.449051	16	6	2
Galgen	2.500000	2.596417	6.600000	2.175094	1.516129	0.851311	14	6	2
Galle	3.774194	1.892259	4.483871	2.447733	3.419355	2.591964	15	5	2
Gang	4.967742	0.912282	2.516129	1.710185	3.838710	2.887869	10	4	1
Garn	5.290323	0.642576	1.833333	1.577500	2.387097	2.155264	15	4	1
Gasse	5.000000	1.264911	3.225807	1.944388	3.129032	2.291171	13	5	2
Gatte	5.548387	1.545719	3.967742	2.213352	3.566667	2.254243	13	5	2
Gebäck	6.129032	1.821024	2.774194	1.820434	2.233333	1.590561	14	6	2
Gebälk	5.225807	1.359159	2.322581	1.375672	2.838710	2.083215	15	6	2
Gebiet	5.000000	0.730297	1.870968	1.087564	4.677419	2.879666	9	6	2
Gebiss	4.129032	1.310011	3.612903	2.216264	1.580645	0.992445	16	6	2
Gebrauch	5.032258	0.948116	2.161290	1.529636	6.677419	2.071828	11	8	2
Gebrüll	3.967742	1.663007	5.967742	2.024580	4.709677	2.698068	14	7	2
Geburt	6.193548	2.197261	4.903226	2.867692	3.741936	2.489548	11	6	2
Gebüsch	5.387097	1.022331	3.000000	1.781127	2.129032	1.284314	13	7	2
Gedärm	3.500000	1.978331	5.516129	2.406532	3.451613	2.364159	17	6	2
Gedicht	6.300000	2.053592	4.419355	2.486955	3.645161	2.510623	11	7	2
Geduld	5.806452	2.072347	3.838710	2.296327	7.066667	2.448551	11	6	2
Gefahr	3.741936	2.205565	6.967742	1.642840	6.666667	2.537081	8	6	2
Gefühl	6.500000	1.833595	6.900000	2.023142	7.466667	2.224214	9	6	2
Geheul	3.580645	1.996233	5.300000	2.336369	5.451613	2.605618	15	6	2
Geier	4.483871	1.895098	3.870968	2.404744	1.709677	1.442071	14	5	2
Geilheit	5.322581	2.103760	7.580645	1.118755	7.466667	2.224214	16	8	2
Geisel	2.866667	2.622625	6.566667	2.430884	3.200000	2.187740	13	6	2
Geiz	3.225807	1.978378	5.033333	2.220334	7.419355	2.363249	15	4	1
Gelenk	4.935484	1.062559	2.645161	2.042032	1.709677	1.101319	15	6	2
Gemächt	5.258065	1.652629	5.677419	2.399821	3.064516	2.489116	17	7	2
Gemahl	5.580645	1.765865	3.900000	2.496204	4.516129	2.694080	13	6	2
Genie	7.033333	2.525502	6.967742	2.105293	5.900000	3.021190	12	5	2
Genuss	6.533333	2.674701	6.354839	2.388143	7.000000	2.532547	12	6	2
Gepäck	5.225807	1.203043	2.612903	1.520470	2.580645	2.232699	12	6	2
Gesang	5.733333	1.981524	3.935484	2.112431	4.870968	2.860559	11	6	2
Geschenk	6.400000	2.110728	4.161290	2.207514	3.774194	2.825004	12	8	2
Geschrei	3.806452	2.329798	6.333333	2.368374	5.483871	2.838673	12	8	2
Geschwür	3.193548	2.561502	5.903226	2.300070	3.100000	2.397556	16	8	2
Gesicht	6.322581	1.758543	4.709677	2.660746	2.233333	1.568732	8	7	2
Gespött	3.225807	1.995155	5.548387	2.095053	5.900000	2.771157	15	7	2
Gestank	3.000000	2.265686	5.548387	2.110904	4.580645	2.692882	14	7	2
Getier	4.600000	1.499425	3.903226	2.650218	3.903226	2.736845	15	6	2
Getränk	5.903226	1.719590	3.833333	2.214114	2.931035	2.404327	13	7	2
Gewalt	2.774194	2.512763	7.290323	1.509825	6.103448	3.015967	8	6	2
Gewand	5.548387	1.433846	3.225807	1.961457	2.933333	2.303421	12	6	2
Gewinn	6.387097	2.139742	5.225807	2.603967	5.933333	2.899861	9	6	2
Gewühl	4.161290	1.675247	5.100000	2.233754	5.000000	2.607681	14	6	2
Gewürm	3.580645	1.875708	4.333333	2.294421	3.870968	2.552671	17	6	2
Gezänk	3.387097	1.926611	4.870968	2.404744	6.774194	2.362339	15	6	2
Ghetto	3.161290	2.504619	6.774194	1.802030	4.387097	2.538732	13	6	2
Giebel	4.903226	0.700230	2.483871	1.912607	2.387097	2.155264	14	6	2
Gier	3.193548	2.663574	5.100000	2.591099	6.900000	2.746157	13	4	1
Gift	3.387097	2.319158	6.677419	2.211894	3.870968	2.418566	12	4	1
Gipfel	5.709677	1.070624	3.433333	2.358891	2.344828	1.717054	10	6	2
Glanz	5.903226	1.680374	3.516129	1.805011	6.387097	2.472211	11	5	1
Glas	5.354839	1.252954	2.333333	1.647011	1.451613	0.675214	10	4	1
Glaube	5.400000	2.061135	4.733333	2.258064	7.633333	2.311640	12	6	2
Gleis	5.000000	0.930949	2.000000	1.154701	1.741936	1.153769	13	5	1
Glied	5.516129	1.567822	6.645161	2.317303	1.645161	0.950382	13	5	1
Glitzer	5.193548	1.579438	3.566667	2.299675	3.774194	2.390393	16	7	2
Glück	7.032258	2.509766	7.387097	1.498386	7.866667	2.315366	8	5	1
Gold	6.200000	2.219040	4.967742	2.496449	1.806452	1.137815	9	4	1
Golf	5.258065	1.315744	2.516129	1.841575	2.633333	2.108821	10	4	1
Gondel	5.548387	1.178663	3.482759	2.114925	2.322581	1.886568	14	6	2
Göre	3.806452	1.851474	5.516129	2.278464	4.483871	2.669219	16	4	2
Grab	3.612903	2.246144	6.161290	2.310798	2.516129	2.111413	11	4	1
Graphik	6.193548	1.447282	3.166667	2.245046	3.451613	2.378217	14	7	2
Gras	5.645161	1.450250	3.548387	2.433635	1.419355	0.672022	11	4	1
Grazie	6.433333	2.207875	5.483871	2.095566	5.806452	2.785909	14	6	2
Grind	4.032258	1.494074	4.500000	2.569718	2.387097	1.382689	17	5	1
Grinsen	6.387097	1.764037	5.677419	1.796053	5.096774	2.913816	13	7	2
Grübchen	6.166667	1.487496	4.354839	2.497310	2.645161	1.924377	17	8	2
Gruft	3.806452	2.023518	5.258065	2.235587	2.354839	1.941621	14	5	1
Gründer	6.290323	1.321452	3.548387	2.350017	4.451613	2.742732	11	7	2
Gruppe	5.419355	1.385020	3.709677	2.355045	3.870968	2.445975	8	6	2
Gunst	6.133333	1.569831	3.419355	2.172160	7.133333	1.995397	12	5	1
Güte	6.433333	2.223438	5.322581	2.413671	7.333333	2.005739	12	4	2
Hafen	5.677419	1.758543	2.580645	1.803223	2.344828	1.837620	11	5	2
Hai	4.645161	2.025642	5.774194	2.362339	1.500000	0.776819	14	3	1
Hälfte	5.258065	0.893224	2.366667	1.790460	4.677419	2.737238	8	6	2
Hammer	5.000000	1.125463	3.032258	2.136725	1.161290	0.373878	11	6	2
Handel	5.677419	1.399693	2.866667	1.814374	5.266667	2.827614	9	6	2
Handlung	5.000000	0.909718	2.967742	1.779211	6.500000	2.583102	11	8	2
Harem	5.741936	2.048865	5.903226	2.426999	3.645161	2.550142	15	5	2
Härte	4.709677	1.829272	4.193548	2.441575	5.500000	2.763681	11	5	2
Häscher	3.612903	1.873987	5.200000	2.578425	5.933333	2.490442	16	7	2
Hass	3.161290	2.381831	7.612903	1.563701	7.400000	2.237610	12	4	1
Hast	3.838710	1.881432	5.233333	2.836746	7.064516	2.249970	11	4	1
Hauch	5.677419	1.491914	3.612903	1.960908	5.033333	2.785224	12	5	1
Haut	5.645161	1.279281	4.806452	2.182038	2.354839	2.090429	10	4	1
Hecke	5.129032	0.805892	2.258065	1.124507	2.033333	1.542129	14	5	2
Heft	4.935484	0.679975	1.600000	0.968468	1.741936	1.315744	11	4	1
Hefter	5.096774	0.650889	1.677419	0.747757	2.033333	1.449931	17	6	2
Hehler	3.387097	2.044137	5.548387	2.406086	4.466667	2.473770	16	6	2
Heil	5.433333	1.715715	5.100000	2.733572	7.000000	2.348881	12	4	1
Heilung	6.548387	2.013930	4.645161	2.627399	6.064516	2.780114	13	7	2
Heimat	5.903226	2.343144	5.387097	2.389943	7.300000	2.479572	9	6	2
Hektik	3.862069	2.503200	5.900000	2.171127	7.516129	1.929956	12	6	2
Held	6.838710	2.325178	6.483871	2.263787	4.966667	2.988291	10	4	1
Helfer	6.709677	2.452122	4.733333	2.585548	4.709677	2.771204	10	6	2
Hemd	5.322581	1.194071	2.451613	1.337628	1.766667	1.304722	12	4	1
Hengst	5.451613	1.206613	4.806452	2.688486	2.200000	2.139932	13	6	1
Henkel	4.838710	1.098386	1.833333	1.147211	1.833333	1.288767	11	6	2
Henker	2.903226	2.285532	7.266667	1.928611	3.032258	2.287413	13	6	2
Herkunft	5.354839	1.473056	2.741936	1.861321	5.733333	2.753472	10	8	2
Herpes	3.322581	2.271374	5.300000	2.878577	2.451613	1.410407	17	6	2
Herz	6.225807	1.944388	6.700000	2.246069	2.033333	1.542129	9	4	1
Hetze	3.290323	2.297732	6.900000	1.604949	7.033333	2.042367	14	5	2
Hilfe	5.933333	2.242741	4.774194	2.231736	6.483871	2.474819	8	5	2
Himmel	6.838710	2.001612	4.935484	2.351389	3.633333	2.882568	9	6	2
Hintern	6.500000	1.852305	7.709677	1.243478	1.967742	1.196770	13	7	2
Hobby	6.516129	1.805011	4.366667	2.785224	7.096774	1.972390	12	5	2
Hochzeit	6.580645	2.320549	4.741936	2.529397	4.580645	2.941362	11	8	2
Hocker	4.935484	0.442379	2.129032	1.454692	1.500000	0.682288	14	6	2
Hoden	5.322581	1.955967	6.066667	2.638356	1.233333	0.430183	15	5	2
Hoffnung	7.000000	2.695676	4.741936	2.337631	8.366667	0.764891	8	8	2
Hohn	3.709677	2.193833	4.419355	2.232699	7.419355	1.875708	13	4	1
Hölle	3.033333	2.619336	6.677419	2.286002	6.133333	3.048271	11	5	2
Holz	5.354839	1.170424	2.129032	1.477429	2.290323	1.574665	10	4	1
Honig	5.967742	2.228361	3.806452	2.535342	1.533333	0.860366	13	5	2
Horror	3.838710	2.450806	6.903226	2.055154	7.366667	1.847334	13	6	2
Hose	5.290323	1.006431	3.032258	2.089400	1.645161	1.226061	12	4	2
Hotel	5.870968	1.175923	2.800000	1.954658	2.366667	1.938420	9	5	2
Hüfte	6.161290	1.344043	4.433333	2.284631	2.064516	1.236540	13	5	2
Humor	7.133333	2.622625	6.225807	2.319622	7.633333	1.586219	11	5	2
Hure	3.870968	2.655082	7.838710	1.267459	3.677419	2.314982	13	4	2
Husten	3.741936	1.788253	4.193548	2.166708	3.645161	2.601902	14	6	2
Hut	5.354839	0.984831	2.266667	1.874205	1.419355	0.764818	11	3	1
Hütte	5.419355	1.408881	2.129032	1.454692	1.806452	1.447282	11	5	2
Hymne	5.580645	2.045714	4.645161	2.302873	4.600000	2.761809	13	5	2
Idol	6.032258	1.888277	5.700000	2.019730	6.066667	2.664367	13	4	2
Import	5.354839	0.838586	2.451613	1.588263	5.483871	2.885261	12	6	2
Infarkt	2.870968	2.362794	7.366667	1.670914	4.354839	2.869941	15	7	2
Inhalt	5.161290	1.098386	2.000000	1.286535	6.677419	2.314982	10	6	2
Inzest	2.766667	2.430884	6.300000	2.036732	5.866667	3.104317	15	6	2
Inzucht	2.612903	2.603554	7.290323	1.792457	5.967742	2.949394	16	7	2
Irrer	3.258065	1.948807	6.483871	2.234144	5.483871	2.420344	17	5	2
Irrsinn	3.677419	1.886568	5.833333	2.260353	6.933333	2.196130	14	7	2
Jacke	5.096774	1.075634	2.166667	1.723736	1.500000	0.776819	12	5	2
Jammer	3.580645	2.156760	5.258065	1.982721	7.366667	2.220334	13	6	2
Jubel	5.866667	1.696514	5.766667	2.314621	5.517241	2.971540	11	5	2
Jugend	6.533333	1.978040	4.806452	2.548455	6.600000	2.620871	9	6	2
Junge	5.516129	1.997848	3.129032	2.305673	2.161290	1.551274	9	5	2
Juwel	6.066667	1.574218	4.032258	2.213352	1.833333	1.366681	14	5	2
Kabel	5.000000	0.632456	1.633333	0.999425	1.967742	1.722089	11	5	2
Kachel	5.129032	0.846244	2.258065	2.048865	1.966667	1.473521	17	6	2
Kacke	3.322581	2.481761	6.064516	2.542118	1.935484	1.236540	17	5	2
Kaff	3.451613	1.650024	3.933333	2.288402	4.620690	3.028599	15	4	1
Kamm	4.903226	0.870051	1.677419	1.194071	1.612903	1.256382	14	4	1
Kanne	5.000000	0.365148	1.655172	0.936401	1.645161	1.305077	15	5	2
Kante	5.032258	0.657463	1.966667	1.401559	3.032258	2.272794	14	5	2
Kappe	4.870968	0.921663	1.633333	0.927858	1.500000	0.776819	14	5	2
Kapsel	4.741936	0.998924	2.451613	1.545719	2.566667	2.011747	14	6	2
Karpfen	5.096774	1.193171	2.387097	1.382689	1.483871	0.851311	14	7	2
Karte	5.322581	0.791079	1.866667	1.407696	1.965517	1.499589	10	5	2
Karton	4.870968	0.805892	1.774194	1.175009	2.064516	1.436094	13	6	2
Käse	5.645161	1.450250	3.500000	2.208916	1.354839	0.660726	12	4	2
Kasse	4.838710	0.934408	2.774194	1.909794	1.866667	1.591645	10	5	2
Kasten	4.967742	0.982645	2.100000	1.604949	1.870968	1.175923	11	6	2
Kelle	5.129032	0.618705	2.193548	1.492634	1.433333	0.817200	15	5	2
Keller	4.580645	1.607777	2.903226	2.071309	1.838710	1.035914	10	6	2
Kerker	3.161290	2.325178	7.300000	1.878187	2.258065	1.482515	14	6	2
Kern	4.903226	0.978258	2.166667	1.234094	2.172414	1.536902	10	4	1
Kessel	4.645161	0.950382	1.866667	1.008014	1.903226	1.513381	13	6	2
Ketzer	3.483871	2.219174	5.300000	2.866573	4.935484	2.743908	14	6	2
Kiesel	5.258065	0.514311	2.064516	1.340037	1.833333	1.288767	15	6	2
Kiffer	4.290323	2.438491	6.548387	1.963648	3.741936	2.308935	16	6	2
Killer	2.500000	2.529141	7.100000	1.668160	4.033333	2.498045	12	6	2
Kind	6.516129	1.929956	3.709677	2.397131	1.433333	0.678911	8	4	1
Kinn	5.225807	0.425024	2.100000	1.124952	1.516129	1.028623	13	4	1
Kippe	3.806452	1.701359	3.645161	2.456941	1.966667	1.217214	14	5	2
Kirsche	6.137931	2.166698	3.774194	2.186469	1.451613	0.767625	16	7	2
Kissen	5.741936	1.632335	3.290323	2.208975	1.709677	1.270001	13	6	2
Kitzel	5.741936	2.048865	5.290323	2.519174	6.000000	2.518894	15	6	2
Klage	3.387097	1.819843	4.935484	2.393540	5.709677	2.957404	10	5	2
Klammer	4.935484	0.813859	1.935484	1.590293	1.741936	1.237410	14	7	2
Kleidung	6.033333	1.473521	3.354839	2.388143	2.741936	2.128658	11	8	2
Klempner	5.032258	1.016001	2.166667	1.703614	2.533333	2.255007	15	8	2
Klima	5.258065	1.264061	4.032258	2.136725	5.806452	2.856797	10	5	2
Klingel	4.967742	1.277599	2.300000	1.534657	1.827586	1.283660	15	7	2
Klinik	4.064516	1.842742	2.967742	1.888277	2.233333	1.906131	10	6	2
Klinke	4.967742	0.795147	1.967742	1.224306	1.548387	0.809885	15	6	2
Klo	4.451613	1.588263	4.677419	2.468294	1.709677	1.216376	14	3	1
Klugheit	6.700000	2.306662	5.066667	2.362543	7.833333	1.763291	13	8	2
Knabe	5.387097	0.954897	2.966667	1.956128	2.354839	1.517638	12	5	2
Knast	2.966667	2.125110	5.800000	2.310396	2.548387	2.248536	12	5	1
Knie	5.032258	1.110071	2.806452	2.072347	1.967742	1.401996	11	4	1
Knopf	5.129032	0.670420	2.266667	1.659525	1.612903	1.202149	13	5	1
Knorpel	4.096774	1.445795	3.838710	2.252358	2.354839	1.560948	16	7	2
Knospe	5.967742	1.741338	3.645161	2.137731	1.700000	0.749713	16	6	2
Knoten	5.193548	1.275914	2.645161	1.703886	2.580645	1.945494	12	6	2
Knüppel	4.225807	1.667527	6.233333	1.869600	1.833333	1.205829	14	7	2
Koks	3.419355	2.741948	6.548387	2.419900	2.290323	1.636939	14	4	1
Kokser	3.225807	2.565277	6.612903	2.304740	4.258065	2.645345	18	6	2
Kollaps	3.516129	2.474819	6.533333	2.224214	5.733333	2.625253	13	7	2
Koma	3.000000	2.503331	6.666667	2.218004	4.700000	2.926101	13	4	2
Komfort	6.129032	1.978921	4.419355	2.363249	7.709677	1.735772	12	7	2
Komik	6.806452	1.869391	5.870968	2.513191	6.366667	2.809876	12	5	2
Kompass	5.419355	1.408881	2.566667	1.501340	1.419355	0.719916	15	7	2
Kondom	5.806452	1.558190	6.068966	2.404327	1.322581	0.540808	14	6	2
Konfekt	5.806452	1.514802	2.166667	1.147211	2.166667	1.315251	17	7	2
Kontext	5.064516	0.442379	2.225807	1.564389	6.645161	2.677666	12	7	2
Korb	5.193548	1.301777	2.548387	1.785846	1.700000	1.235956	12	4	1
Korken	5.580645	0.992445	3.366667	2.341284	1.580645	1.385020	15	6	2
Korn	4.967742	1.048296	2.903226	1.903590	2.000000	1.460594	13	4	1
Körper	6.566667	1.590561	5.433333	2.430884	1.966667	1.217214	9	6	2
Kot	2.645161	2.137731	5.766667	2.430884	2.000000	1.183216	14	3	1
Köter	3.677419	2.103760	4.741936	2.489548	2.800000	2.295423	16	5	2
Kotze	2.677419	2.399821	6.533333	2.255007	1.806452	1.352020	18	5	2
Krach	3.935484	2.128152	5.709677	2.253790	5.266667	2.970352	12	5	1
Kraft	6.645161	1.941621	6.516129	2.158255	6.387097	2.431425	8	5	1
Krake	4.612903	1.453213	5.600000	2.343001	1.741936	1.482515	16	5	2
Kralle	4.129032	1.746271	3.580645	1.765865	2.161290	1.933852	16	6	2
Krampf	3.677419	1.921581	6.322581	1.796053	4.200000	2.578425	15	6	1
Kran	4.838710	0.522607	2.032258	1.196770	1.419355	0.672022	13	4	1
Krätze	3.032258	2.258080	5.900000	2.023142	4.258065	2.828047	17	6	2
Kräuter	5.774194	1.430843	3.290323	2.147767	2.433333	1.924136	14	7	2
Krebs	3.483871	2.488252	5.419355	2.705232	4.466667	3.014143	11	5	1
Kreide	5.032258	0.795147	2.129032	1.408118	1.366667	0.490133	13	6	2
Kreis	5.354839	0.984831	1.933333	1.229896	2.766667	2.541834	9	5	1
Krieg	2.400000	2.711406	7.433333	1.924136	5.466667	2.944701	8	5	1
Krise	3.516129	2.063508	5.935484	2.462187	6.200000	2.857537	9	5	2
Kristall	6.161290	1.809176	4.333333	2.468188	2.000000	1.597412	14	8	2
Krücke	3.741936	1.632335	3.096774	1.868241	1.900000	1.322224	15	6	2
Krug	5.161290	0.582911	2.333333	1.493280	1.451613	0.623897	12	4	1
Krüppel	3.290323	2.268532	5.700000	2.588436	3.806452	2.725428	15	7	2
Kuchen	5.967742	1.923259	2.967742	1.682931	1.774194	0.844973	12	6	2
Kuh	5.645161	1.279281	2.633333	1.973677	1.612903	1.229564	12	3	1
Kuhle	4.935484	0.853834	2.466667	1.756433	3.000000	2.309401	17	5	2
Kühnheit	5.793103	2.059461	5.166667	1.949064	7.233333	1.994533	14	8	2
Küken	6.233333	1.794308	3.483871	2.501612	1.833333	0.985528	14	5	2
Kummer	3.322581	2.413671	4.967742	2.373238	7.645161	2.025642	12	6	2
Kunde	5.516129	0.889605	2.466667	1.407696	3.838710	2.745867	10	5	2
Kunst	6.433333	1.977169	4.580645	2.432751	7.387097	2.512335	8	5	1
Kuppel	4.741936	1.436842	2.548387	1.728944	2.419355	1.962553	13	6	2
Kuppler	4.709677	1.465004	3.516129	1.786448	4.645161	2.627399	17	7	2
Kurs	5.032258	1.079626	2.733333	1.837039	4.433333	2.860954	9	4	1
Kurve	5.548387	1.206613	3.433333	2.284631	3.225807	2.319622	12	5	2
Kuss	7.419355	2.630262	8.033333	0.964306	2.903226	2.241351	14	4	1
Lächeln	7.064516	2.205077	6.645161	2.137731	5.483871	2.644125	10	7	2
Lachen	7.193548	2.574482	6.133333	2.582879	4.580645	2.729764	11	6	2
Laden	5.419355	1.057487	2.166667	1.234094	2.000000	1.591645	10	5	2
Ladung	4.870968	1.147227	2.833333	2.150915	3.451613	2.392192	12	6	2
Lager	5.225807	1.383466	2.354839	2.009119	2.633333	2.108821	9	5	2
Lampe	5.451613	1.120676	2.129032	1.648068	1.354839	0.608188	12	5	2
Laub	5.322581	1.446538	1.645161	0.709384	1.741936	1.031754	13	4	1
Läufer	5.709677	1.188656	3.709677	2.710394	3.300000	2.336369	12	6	2
Leder	5.322581	1.446538	2.903226	2.005905	2.066667	1.595972	12	5	2
Lehre	5.766667	1.330889	2.967742	2.024580	5.500000	2.788523	10	5	2
Lehrer	5.064516	1.691853	3.387097	2.525568	2.400000	1.993092	9	6	2
Leiche	2.933333	2.638356	7.322581	1.777397	2.064516	1.611117	10	6	2
Leichnam	2.766667	2.299675	6.903226	1.955417	2.193548	1.740103	13	8	2
Leid	2.870968	2.320085	5.866667	2.270247	7.600000	2.313379	11	4	1
Leistung	6.032258	2.243270	5.290323	2.297732	6.655172	2.409444	9	8	2
Leiter	4.935484	0.629046	1.966667	1.401559	1.741936	1.879144	9	6	2
Lepra	2.633333	2.399473	6.290323	2.283178	3.645161	2.388143	16	5	2
Lesbe	5.290323	1.865361	6.870968	1.910357	3.677419	2.371878	16	5	2
Lesung	5.677419	1.514092	2.870968	1.978921	4.870968	2.604380	11	6	2
Licht	6.133333	2.315366	3.387097	1.977834	4.000000	3.011091	9	5	1
Liebchen	6.366667	1.751518	5.387097	2.319158	6.193548	2.301005	16	8	2
Liebe	7.266667	2.545223	7.500000	1.408105	7.500000	2.345208	8	5	2
Liebling	6.966667	1.938420	6.066667	1.998850	5.612903	2.629036	12	8	2
Liebster	7.066667	2.227312	6.096774	1.989218	5.709677	2.297732	15	8	2
Lied	6.266667	1.981524	4.193548	2.400269	3.967742	2.762654	10	4	1
Lilie	6.033333	1.650148	3.516129	1.823385	1.766667	1.222866	15	5	2
List	4.645161	1.644149	4.700000	2.507231	6.580645	2.473516	12	4	1
Lizenz	5.290323	1.188656	2.161290	1.416493	5.193548	2.891590	11	6	2
Lob	6.466667	1.960530	5.193548	2.468729	6.379310	2.704676	11	3	1
Locke	5.806452	1.275914	3.258065	2.279879	1.870968	1.335214	15	5	2
Lockung	5.483871	1.150970	4.200000	2.383854	6.387097	2.445096	17	7	2
Löffel	5.000000	1.000000	1.900000	0.844863	1.290323	0.528744	13	6	2
Lohn	6.580645	2.432751	4.129032	2.171665	5.032258	2.892333	10	4	1
Lücke	4.733333	1.284747	2.612903	1.856115	4.258065	2.839809	11	5	2
Luder	5.258065	2.502902	6.419355	2.232699	5.000000	2.792848	15	5	2
Lüge	3.516129	1.981093	7.033333	1.650148	6.862069	2.721923	11	4	2
Lügner	3.322581	2.196772	6.933333	1.799106	5.900000	2.695462	13	6	2
Lumpen	3.645161	1.799044	4.516129	2.307538	3.354839	2.229326	14	6	2
Lunge	5.387097	1.666882	3.870968	2.376860	2.096774	1.640220	13	5	2
Lust	6.700000	1.878187	7.000000	2.149579	7.322581	2.256651	9	4	1
Lüstling	5.322581	2.119546	7.300000	1.556964	5.129032	2.765766	18	8	2
Luxus	6.166667	2.214114	5.419355	2.591964	6.700000	2.601724	11	5	2
Macke	4.580645	1.455431	5.354839	2.288353	5.933333	2.863966	15	5	2
Made	3.741936	2.128658	4.225807	2.552250	2.129032	1.727077	15	4	2
Magen	4.967742	1.079626	3.709677	2.519174	1.774194	0.956022	12	5	2
Magie	6.100000	2.090207	5.806452	2.427885	7.200000	2.383854	13	5	2
Maid	6.451613	1.588263	4.548387	2.460877	3.258065	2.159749	16	4	1
Mais	5.548387	1.090526	2.200000	1.584407	1.600000	1.037238	13	4	1
Maler	5.866667	1.008014	3.290323	2.116499	3.225807	2.319622	10	5	2
Mama	6.466667	2.112905	6.064516	2.220142	3.193548	2.700856	11	4	2
Manie	4.193548	2.072347	4.200000	2.510667	8.033333	1.650148	16	5	2
Mantel	5.064516	0.892020	2.193548	1.579438	1.666667	1.268541	11	6	2
Märchen	6.193548	1.887138	3.193548	1.939405	4.900000	2.844838	11	7	2
Markt	5.451613	1.501970	2.612903	1.584875	3.419355	2.377312	8	5	1
Masseur	6.300000	1.744943	6.433333	2.299675	3.290323	2.571557	14	7	2
Mast	4.935484	1.388896	2.387097	2.027764	2.033333	1.401559	14	4	1
Maul	4.032258	1.870541	5.225807	2.813179	3.000000	2.113449	12	4	1
Meer	6.533333	2.208656	5.516129	2.730946	2.064516	2.032002	10	4	1
Mehl	4.967742	0.604642	1.633333	1.217214	1.645161	1.517638	13	4	1
Memme	3.806452	1.796652	5.580645	2.419011	5.000000	2.503331	17	5	2
Menü	5.838710	1.035914	2.833333	2.260353	4.645161	2.763433	13	4	2
Metall	5.290323	1.070624	2.290323	1.792457	2.133333	1.224276	12	6	2
Mief	3.645161	1.906976	5.161290	2.130677	6.290323	2.438491	15	4	1
Milben	3.451613	1.963648	3.548387	2.203614	1.870968	1.117794	16	6	2
Milde	5.806452	1.470133	3.833333	2.275557	7.064516	2.174634	13	5	2
Mist	3.516129	1.786448	5.419355	2.187452	3.064516	2.032002	13	4	1
Mitte	5.066667	1.014833	2.903226	1.776792	5.600000	2.943139	8	5	2
Moder	3.774194	2.011793	3.838710	2.310798	5.100000	2.951914	16	5	2
Modul	5.096774	0.650889	2.516129	1.823385	4.766667	2.824564	14	5	2
Moment	5.580645	0.922829	2.741936	2.048865	6.866667	2.873582	10	6	2
Monat	5.233333	0.817200	2.166667	1.341212	4.806452	2.971188	9	5	2
Monster	3.935484	2.264737	5.933333	2.164499	5.032258	2.926703	12	7	2
Monteur	4.935484	0.573613	2.580645	2.094026	3.096774	2.328874	15	7	2
Morast	3.967742	1.834555	3.967742	2.456066	4.032258	2.601075	15	6	2
